"","videoID","codingdate","medianame","videolength","coder","subjectID","behavior","modifier1","starttime","comment","sequenceID"
"479","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","seqstart","almendragreen",0,"","CEBUS-02_2022-02-11_50"
"480","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","hammerstone","inhand",0.767,"FRE","CEBUS-02_2022-02-11_50"
"481","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","pound","stand",2.269,"","CEBUS-02_2022-02-11_50"
"482","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","pound","stand",3.737,"","CEBUS-02_2022-02-11_50"
"48","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-18 11:44:53.248","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","ZG","juvenileunknown","present","",4.037,"","CEBUS-02_2022-02-11_50"
"483","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","pound","stand",5.038,"","CEBUS-02_2022-02-11_50"
"49","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-18 11:44:53.248","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","ZG","juvenileunknown","socialattention","",6.907,"","CEBUS-02_2022-02-11_50"
"484","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","seqend","opened",8.275,"","CEBUS-02_2022-02-11_50"
"50","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-18 11:44:53.248","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","ZG","juvenileunknown","scrounge","tolerated",10.077,"","CEBUS-02_2022-02-11_50"
"51","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-18 11:44:53.248","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","ZG","juvenileunknown","avoid","aggression",29.796,"","CEBUS-02_2022-02-11_51"
"485","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","seqstart","almendragreen",32.065,"","CEBUS-02_2022-02-11_51"
"486","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","hammerstone","onanvil",32.366,"FRE","CEBUS-02_2022-02-11_51"
"487","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","pound","stand",32.9,"","CEBUS-02_2022-02-11_51"
"52","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-18 11:44:53.248","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","ZG","juvenileunknown","present","",33.901,"","CEBUS-02_2022-02-11_51"
"488","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","pound","stand",34.434,"","CEBUS-02_2022-02-11_51"
"489","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","pound","stand",38.438,"","CEBUS-02_2022-02-11_51"
"490","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","pound","stand",40.007,"","CEBUS-02_2022-02-11_51"
"491","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-05 21:56:26.353","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","MC","SPT","seqend","opened",42.342,"","CEBUS-02_2022-02-11_51"
"53","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-18 11:44:53.248","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","ZG","juvenileunknown","socialattention","",42.576,"","CEBUS-02_2022-02-11_51"
"54","CEBUS-02-R11__2022-02-11__17-51-49","2024-12-18 11:44:53.248","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-11__17-51-49.MP4","60.827","ZG","juvenileunknown","scrounge","afterwards",46.78,"","CEBUS-02_2022-02-11_51"
"1131","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","seqstart","almendrabrown",0,"pushes FRE off anvil","CEBUS-02_2022-02-24_130"
"1132","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","hammerstone","offanvilreach",0.4,"BRK","CEBUS-02_2022-02-24_130"
"89","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","BLO","present","",2.903,"","CEBUS-02_2022-02-24_130"
"90","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","BLO","socialattention","",2.97,"","CEBUS-02_2022-02-24_130"
"1133","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","pound","jump",3.036,"","CEBUS-02_2022-02-24_130"
"1134","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","pound","jump",4.371,"","CEBUS-02_2022-02-24_130"
"1135","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","reposit","item",5.272,"","CEBUS-02_2022-02-24_130"
"1136","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","pound","stand",7.14,"","CEBUS-02_2022-02-24_130"
"1137","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","pound","jump",8.408,"","CEBUS-02_2022-02-24_130"
"1138","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","pound","jump",9.61,"","CEBUS-02_2022-02-24_130"
"1139","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","pound","jump",10.844,"","CEBUS-02_2022-02-24_130"
"1140","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","pound","jump",12.012,"","CEBUS-02_2022-02-24_130"
"1141","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","pound","jump",13.046,"","CEBUS-02_2022-02-24_130"
"1142","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","reposit","peel",15.716,"","CEBUS-02_2022-02-24_130"
"1143","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","MIC","seqend","relocated",24.258,"TOM displaces MIC
juvenile watches
MIC continues tool use somewhere else (bottom left of video) and needs two more pounds to open the Almendra","CEBUS-02_2022-02-24_130"
"91","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","MIC","avoid","no aggression",25.092,"avoid TOM when he approaches anvil","CEBUS-02_2022-02-24_130"
"92","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","TOM","displace","",25.592,"displace MIC","CEBUS-02_2022-02-24_130"
"93","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","BLO","avoid","no aggression",25.592,"avoids TOM approaching anvil","CEBUS-02_2022-02-24_130"
"1144","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","seqstart","almendrabrown",29.53,"","CEBUS-02_2022-02-24_131"
"1145","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","hammerstone","onanvil",29.963,"BRK","CEBUS-02_2022-02-24_131"
"94","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","MIC","present","",31.465,"","CEBUS-02_2022-02-24_131"
"1146","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","pound","crouch",31.565,"","CEBUS-02_2022-02-24_131"
"1147","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","misstrike","itemflies",31.665,"","CEBUS-02_2022-02-24_131"
"1148","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","pound","crouch",35.936,"","CEBUS-02_2022-02-24_131"
"1149","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","pound","crouch",36.837,"","CEBUS-02_2022-02-24_131"
"1150","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","reposit","hammer",38.005,"","CEBUS-02_2022-02-24_131"
"1151","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","pound","crouch",39.006,"","CEBUS-02_2022-02-24_131"
"1152","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","pound","crouch",39.907,"","CEBUS-02_2022-02-24_131"
"95","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","BLO","present","",40.14,"","CEBUS-02_2022-02-24_131"
"1153","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","seqend","opened",42.376,"","CEBUS-02_2022-02-24_131"
"96","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","BLO","socialattention","",44.311,"","CEBUS-02_2022-02-24_131"
"1154","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","seqstart","almendrabrown",52.886,"","CEBUS-02_2022-02-24_132"
"1155","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","hammerstone","onanvil",53.12,"BRK","CEBUS-02_2022-02-24_132"
"1156","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","pound","crouch",57.925,"","CEBUS-02_2022-02-24_132"
"97","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","BLO","present","",58.158,"","CEBUS-02_2022-02-24_132"
"1157","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","pound","crouch",58.959,"","CEBUS-02_2022-02-24_132"
"98","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","BLO","socialattention","",59.393,"","CEBUS-02_2022-02-24_132"
"99","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","BLO","scrounge","tolerated",59.393,"","CEBUS-02_2022-02-24_132"
"1158","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","pound","crouch",60.127,"","CEBUS-02_2022-02-24_132"
"1159","CEBUS-02-R11__2022-02-24__08-36-17","2023-07-25 11:18:59","D:/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","LR","TOM","seqend","Unknown",60.843,"missing, probably opened it and ate it (is not in next video and juvenile scrounges)","CEBUS-02_2022-02-24_132"
"100","CEBUS-02-R11__2022-02-24__08-36-17","2024-11-19 10:01:19.586","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-24__08-36-17.MP4","60.861","ZG","MIC","present","",60.843,"","CEBUS-02_2022-02-24_132"
"1476","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","seqstart","almendrared",0,"","CEBUS-02_2022-02-28_169"
"1477","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","hammerstone","inhand",0.1,"FRE","CEBUS-02_2022-02-28_169"
"1478","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",0.167,"","CEBUS-02_2022-02-28_169"
"112","CEBUS-02-R11__2022-02-28__17-54-56","2024-11-19 10:49:17.917","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","ZG","subadultmale","present","",1.168,"","CEBUS-02_2022-02-28_169"
"113","CEBUS-02-R11__2022-02-28__17-54-56","2024-11-19 10:49:17.917","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","ZG","BLO","present","",1.168,"check ID","CEBUS-02_2022-02-28_169"
"1479","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",1.668,"","CEBUS-02_2022-02-28_169"
"114","CEBUS-02-R11__2022-02-28__17-54-56","2024-11-19 10:49:17.917","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","ZG","BLO","socialattention","",1.768,"","CEBUS-02_2022-02-28_169"
"1480","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","seqend","opened",4.104,"juvenile sits close and watches","CEBUS-02_2022-02-28_169"
"1481","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","seqstart","almendrared",17.551,"","CEBUS-02_2022-02-28_170"
"1482","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","hammerstone","onanvil",17.751,"FRE","CEBUS-02_2022-02-28_170"
"1483","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",19.119,"","CEBUS-02_2022-02-28_170"
"115","CEBUS-02-R11__2022-02-28__17-54-56","2024-11-19 10:49:17.917","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","ZG","BLO","present","",19.119,"","CEBUS-02_2022-02-28_170"
"116","CEBUS-02-R11__2022-02-28__17-54-56","2024-11-19 10:49:17.917","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","ZG","BLO","socialattention","",19.786,"","CEBUS-02_2022-02-28_170"
"1484","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",21.121,"","CEBUS-02_2022-02-28_170"
"1485","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",22.656,"","CEBUS-02_2022-02-28_170"
"1486","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","seqend","opened",25.726,"attempted scrounging from juvenile","CEBUS-02_2022-02-28_170"
"117","CEBUS-02-R11__2022-02-28__17-54-56","2024-11-19 10:49:17.917","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","ZG","BLO","avoid","aggression",29.263,"","CEBUS-02_2022-02-28_170"
"1487","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","seqstart","almendragreen",43.544,"yellowish","CEBUS-02_2022-02-28_171"
"1488","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","hammerstone","onanvil",43.777,"FRE","CEBUS-02_2022-02-28_171"
"1489","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",47.681,"","CEBUS-02_2022-02-28_171"
"118","CEBUS-02-R11__2022-02-28__17-54-56","2024-11-19 10:49:17.917","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","ZG","BLO","present","",47.915,"","CEBUS-02_2022-02-28_171"
"1490","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",49.616,"","CEBUS-02_2022-02-28_171"
"1491","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",50.984,"","CEBUS-02_2022-02-28_171"
"1492","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","reposit","item",53.22,"","CEBUS-02_2022-02-28_171"
"1493","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",55.756,"","CEBUS-02_2022-02-28_171"
"119","CEBUS-02-R11__2022-02-28__17-54-56","2024-11-19 10:49:17.917","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","ZG","BLO","socialattention","",56.356,"","CEBUS-02_2022-02-28_171"
"1494","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","reposit","peel",56.723,"","CEBUS-02_2022-02-28_171"
"1495","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","pound","stand",58.892,"","CEBUS-02_2022-02-28_171"
"1496","CEBUS-02-R11__2022-02-28__17-54-56","2023-07-29 23:48:27","E:/CEBUS-02-R11/CEBUS-02-R11__2022-02-28__17-54-56.MP4","60.861","LR","SPT","seqend","opened",60.843,"","CEBUS-02_2022-02-28_171"
"1800","CEBUS-02-R11__2022-03-03__17-36-57","2024-12-09 11:59:29.800","Y:/capuchin_coiba/archive/rawdata/camera_trap_images/renamed_data/R11/CEBUS-02-R11/CEBUS-02-R11__2022-03-03__17-36-57.MP4","60.861","MC","BAL","seqstart","almendrabrown",0.033,"","CEBUS-02_2022-03-03_213"
